budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
3400000,"Horror, Drama, Thriller",,6537,"beach, wife, suppressed past, orphanage, cave, medium, haunted house, imaginary friend, gothic horror, missing child, séance, somber",es,El orfanato,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",25.522,"Telecinco Cinema, Rodar y Rodar",ES,2007-05-20,78638987,105,es,Released,A tale of love. A story of horror.,The Orphanage,7.2,2895
0,"Drama, Thriller",https://neonrated.com/films/sanctuary,870518,"hotel, eroticism, denver, colorado, dark comedy, dominatrix, dominance, job promotion, power dynamics",en,Sanctuary,"Confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.",30.13,"Rumble Films, Charades, Hype Studios, Mosaic Films","FR, US, RU",2023-04-06,581423,96,en,Released,His game. Her rules.,Sanctuary,6.12,192
45000000,"Romance, Drama, Music",http://stepupmovie.com/,243683,"dance competition, street artist, woman director",en,Step Up All In,"All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.",27.273,"Summit Entertainment, Offspring Entertainment",US,2014-07-16,86165646,112,en,Released,Every Step Has Led To This,Step Up All In,6.8,1937
15000000,"Comedy, Drama, Romance",,2039,"opera, marriage proposal, husband wife relationship, italian american, sicily, italy, widow, superstition, full moon, man woman relationship, mama's boy, bakery, engagement, family relationships, italian restaurant, makeover, brooklyn, new york city, dying mother, mothering, holiday season, extended family, engaged couple, baker, estranged brother, bookkeeper, the metropolitan opera, la bohème, playful, bad blood, disapproving parent, passion and romance, affair, dogs, hilarious, romantic, whimsical, melodramatic",en,Moonstruck,"37-year-old Italian-American widow Loretta Castorini believes she is unlucky in love, and so accepts a marriage proposal from her boyfriend Johnny, even though she doesn't love him. When she meets his estranged younger brother Ronny, an emotional and passionate man, she finds herself drawn to him. She tries to resist, but Ronny, who blames his brother for the loss of his hand, has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls for Ronny, she learns that she's not the only one in her family with a secret romance.",23.267,"Star Partners, Metro-Goldwyn-Mayer, Patrick Palmer & Norman Jewison Productions",US,1987-12-16,122100000,102,"en, it",Released,Life. Family. Love.,Moonstruck,6.9,962
10500000,"Action, Comedy, Thriller",,23631,"loss of loved one, illegal immigration, border patrol, immigration law, machete, politician, patrol, sniper rifle, hard to kill, brutal death",en,Machete,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",23.519,"Overnight Films, Troublemaker Studios",US,2010-09-01,45491656,105,"en, es",Released,They just messed with the wrong Mexican.,Machete,6.335,3318
50000000,"Action, Crime, Drama, Thriller",,9631,"chicago, illinois, corruption, police, hostage, innocence, pension, hostage-taking, murder, conspiracy, bullet wound, urban setting, negotiator",en,The Negotiator,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",19.517,"Regency Enterprises, Warner Bros. Pictures, Mandeville Films, Monarchy Enterprises B.V., Taurus Film","CA, DE, US",1998-07-29,44547681,140,en,Released,He frees hostages for a living. Now he's taking hostages to survive.,The Negotiator,7.097,2111
0,"History, Drama",,760774,"world war ii, deportation, czechoslovakia, biography, based on true story, refugee train, war hero, nazi invasion, jewish family, kindertransport, jewish refugee, 1930s, semi-biographical, pre-war, jewish history, jews, nazi germany, jews in hiding, dramatic, jewish child, jewish community",en,One Life,"British stockbroker Nicholas Winton visits Czechoslovakia in the 1930s and forms plans to assist in the rescue of Jewish children before the onset of World War II, in an operation that came to be known as the Kindertransport.",28.061,"See-Saw Films, BBC Film, Lipsync Productions, MBK Productions, Cross City Films","AU, GB",2023-12-21,51437352,109,"cs, fr, de, en",Released,"Save one life, save the world.",One Life,7.786,753
5904067,"Action, Thriller, Drama",,336882,"hotel, fjord, tsunami, norway, disaster, underwater, family in peril, geologist, avalanche, new job, disaster movie, tourism, bomb shelter",no,Bølgen,"Although theorised, no one is really ready when a mountain pass above the scenic and narrow Geiranger fjord in Norway collapses and creates a tsunami over 300 feet high. A geologist is one of those caught in the middle of it.",23.019,"Fantefilm, Film i Väst, Tre Vänner",NO,2015-08-28,12975143,104,no,Released,It was only a matter of time.,The Wave,6.68,1297
17000000,"Comedy, Drama",https://sonypictures.com/movies/mygirl,4032,"friendship, 1970s, beehive, remarriage, neighbor, death, writing workshop, makeup artist, camper, cosmetologist, death in childbirth, tuba, funeral parlor, childhood crush, father daughter relationship",en,My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",23.764,"Columbia Pictures, Imagine Entertainment",US,1991-11-27,59490000,103,en,Released,"When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy.",My Girl,7.398,2105
20000000,"Comedy, Family, Adventure, Romance",,14405,"dog dirt, pinata, potted plant, duringcreditsstinger, chihuahua dog",en,Beverly Hills Chihuahua,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",26.013,"Walt Disney Pictures, Smart Entertainment, Mandeville Films",US,2008-10-03,149281606,91,en,Released,50% Warrior. 50% Lover. 100% Chihuahua.,Beverly Hills Chihuahua,5.371,1061
0,Drama,,826945,softcore,ko,자매 바이러스,"Hyeong-woo is forced to be quarantined with her sisters-in-law for 21 days due to the new virus. Hyeong-woo, who remains with his sister-in-law is shaken by the temptation of prohibition. Eventually, the virus spreads and becomes the beginning of human extinction. However, rumors are circulating that sharing forbidden love can amplify the energy and defeat the new virus, which they cannot help but believe. Their own sex, which began like that, makes them forget even the fear of the virus and makes them unable to break up.",27.083,,KR,2021-02-24,0,78,ko,Released,,Sisters Virus,3.0,2
78000000,"Fantasy, Action, Thriller, Science Fiction",,8698,"saving the world, submarine, venice, italy, immortality, based on comic, steampunk, super power, jekyll and hyde, evil plot, captain nemo, allan quatermain, secret lair, nautilus, unassuming, immortal, victorian era, moriarty, invisible man, vampiress (female vampire), appreciative",en,The League of Extraordinary Gentlemen,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",28.012,"20th Century Fox, Mediastream III, Don Murphy Productions","DE, US",2003-07-11,179265204,110,"en, de, it",Released,The power of seven become a league of one.,The League of Extraordinary Gentlemen,6.0,4069
0,"Animation, Comedy, Family, Action",https://www.netflix.com/title/81662920,1046032,"holiday, heist, prequel, family, based on graphic novel, christmas",en,The Bad Guys: A Very Bad Holiday,"To keep their annual Holiday Heist-tacular afloat, Mr. Wolf and his crew of animal outlaws will have to restore the whole city's Christmas spirit — fast!",23.304,DreamWorks Animation Television,US,2023-11-29,0,26,en,Released,,The Bad Guys: A Very Bad Holiday,6.453,127
0,"Romance, Action",,966719,bollywood,hi,किसी का भाई... किसी की जान,"Bhaijaan, a self-defense trainer lives happily as a bachelor with his three brothers Moh, Ishq and Luv and uses violence to settle disputes. When his brothers, who’ve already found partners, come together to fix a match for him, Bhagya Lakshmi, Bhaijaan decides to mend his ways for his lover's sake. All hell breaks loose when he learns about Bhagya's family facing threats from their haunting past.",30.033,Salman Khan Films,IN,2023-04-21,0,144,"hi, te",Released,,Kisi Ka Bhai... Kisi Ki Jaan,5.3,27
0,"Horror, Comedy, Drama",,32629,sexual torture,cn,滿清十大酷刑,A corrupt magistrate subjects a innocent young bride to inconceivable physical punishments after convicting her of killing her husband.,31.775,"Wong Jing's Workshop Ltd., Orange Sky Golden Harvest",HK,1994-05-19,0,93,"zh, cn",Released,,A Chinese Torture Chamber Story,5.7,59
125000,"Action, Crime, Drama, Thriller",,437109,"assassin, katana, revenge, hand to hand combat, aggressive, korean chinese, national intelligence service (nis)",ko,악녀,A young girl is raised as a killer in the Yanbian province of China. She hides her identity and travels to South Korea where she hopes to lead a quiet life but becomes involved with two mysterious men.,20.51,"Apeitda, Next Entertainment World, Contents Panda",KR,2017-06-08,8737458,129,ko,Released,An endless vengeance begins.,The Villainess,6.9,706
0,Horror,,18334,"snuff, gore, torture, short film",ja,ギニーピッグ 悪魔の実験,A duo of guys capture and brutally torture a young girl to the point of piercing her retina.,27.004,Sai Enterprise,JP,1985-09-04,0,43,ja,Released,,Guinea Pig: Devil's Experiment,4.7,136
0,"Fantasy, Romance, Comedy",https://www.amazon.com/dp/B097YYZ87F,593910,"musical, evil stepmother, woman director, fairy godmother, human becoming an animal, happy ending, cinderella, jukebox musical, cinderella story, romantic fantasy",en,Cinderella,"Cinderella, an orphaned girl with an evil stepmother, has big dreams and with the help of her Fabulous Godmother, she perseveres to make them come true.",28.517,"Fulwell 73 Productions, Columbia Pictures",US,2021-09-03,0,113,en,Released,One shoe to rule them all.,Cinderella,6.4,1407
0,"Crime, Action, Thriller",,1059126,,en,Bring Him to Me,"Under orders from a ruthless crime boss, a getaway driver must battle his conscience and drive an unsuspecting crew member to an ambush execution. There is a long drive ahead.",32.652,Sparke Films,AU,2023-11-02,0,96,en,Released,When is it too late to turn back?,Bring Him to Me,5.7,37
10000000,"Horror, Mystery",https://www.sonypictures.com/movies/theunholy,632357,"witch, demon, religious horror",en,The Unholy,"Alice is young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",22.764,"Ghost House Pictures, Screen Gems",US,2021-03-31,30800000,99,"en, la",Released,Be careful who you pray to.,The Unholy,6.577,2173
55000000,"Comedy, Fantasy, Romance",,13477,"new york city, rome, italy, workaholic, magic, cynic, fountain, bad luck, romcom, falling in love, cynical, duringcreditsstinger, potential suitors, sister's wedding, ambitious, enchant, museum curator, gala, coins, guggenheim",en,When in Rome,"Disillusioned with romance, Beth, an ambitious New Yorker, travels to Rome for her sister's wedding, where she plucks magic coins from a special fountain of love. The coins attract unwanted attention from an assortment of odd yet ardent suitors:  a sausage merchant, a street magician, an artist, and a male model. But when the best man from the wedding, persistent reporter Nick, throws his hat in the ring, Beth wonders if his love is the real thing.",19.501,"Krasnoff / Foster Entertainment, Touchstone Pictures",US,2010-01-29,43042835,91,"it, en",Released,All is fair in love and Rome.,When in Rome,6.0,1212
0,"Action, Adventure, Fantasy, Animation",https://www.netflix.com/title/81306306,1064835,"based on manga, anime",ja,七つの大罪 怨嗟のエジンバラ 後編,"Reunited with Lancelot for the first time since their tragic accident, Tristan must learn to conquer his inner demons in order to save his mother's life.",24.533,"Marvy Jack, Alfred Imageworks","JP, KR",2023-08-08,0,55,ja,Released,,The Seven Deadly Sins: Grudge of Edinburgh Part 2,7.209,203
